news_id,ticker,date,title,content,source,url,company_name,text,lexicon_score,logistic_score,finbert_score,sentiment_score
000625-20251104-1,000625.SZ,2025-11-04,解密主力资金出逃股 连续5日净流出596股,10.15 6.19 -3.48 302132 中航成飞 5 9.50 15.96 -7.47 688108 赛诺医疗 8 8.91 13.70 -29.50 002171 楚江新材 5 8.77 6.32 -5.76 603893 瑞芯微 5 8.66 10.64 -9.33 000625,证券时报网,http://finance.eastmoney.com/a/202511043554737491.html,长安汽车,解密主力资金出逃股 连续5日净流出596股 10.15 6.19 -3.48 302132 中航成飞 5 9.50 15.96 -7.47 688108 赛诺医疗 8 8.91 13.70 -29.50 002171 楚江新材 5 8.77 6.32 -5.76 603893 瑞芯微 5 8.66 10.64 -9.33 000625,-1,-1,0,-1.0
000625-20251104-2,000625.SZ,2025-11-04,532家公司获机构调研（附名单）,20.85 12.16 汽车 300904 威力传动 1 2 80.00 -5.03 电力设备 002527 新时达 1 2 18.24 0.33 机械设备 300140 节能环境 3 2 6.43 8.43 环保 000729 燕京啤酒 1 2 11.74 0.09 食品饮料 000625,tencent,http://finance.eastmoney.com/a/202511043554330719.html,长安汽车,532家公司获机构调研（附名单） 20.85 12.16 汽车 300904 威力传动 1 2 80.00 -5.03 电力设备 002527 新时达 1 2 18.24 0.33 机械设备 300140 节能环境 3 2 6.43 8.43 环保 000729 燕京啤酒 1 2 11.74 0.09 食品饮料 000625,0,0,0,0.0
000625-20251105-0,000625.SZ,2025-11-05,动储双轮驱动，锂电产业迎来新一轮爆发式增长，新能车ETF(515700)涨超2%,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,每日经济新闻,http://stock.eastmoney.com/a/202511053555770820.html,长安汽车,动储双轮驱动，锂电产业迎来新一轮爆发式增长，新能车ETF(515700)涨超2% 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,1,0,0,0.5
000625-20251105-1,000625.SZ,2025-11-05,解密主力资金出逃股 连续5日净流出658股,9.99 10.48 -10.37 302132 中航成飞 6 9.75 15.18 -7.38 002104 恒宝股份 7 9.30 6.34 -7.25 300458 全志科技 8 9.16 9.35 -9.37 688108 赛诺医疗 9 8.96 13.11 -30.25 000625,界面新闻,http://stock.eastmoney.com/a/202511053555945862.html,长安汽车,解密主力资金出逃股 连续5日净流出658股 9.99 10.48 -10.37 302132 中航成飞 6 9.75 15.18 -7.38 002104 恒宝股份 7 9.30 6.34 -7.25 300458 全志科技 8 9.16 9.35 -9.37 688108 赛诺医疗 9 8.96 13.11 -30.25 000625,-1,-1,0,-1.0
000625-20251105-2,000625.SZ,2025-11-05,乘联分会：10月全国新能源乘用车厂商批发销量161万辆；智界发布购置税补贴延期公告 | 汽车早参,NO.2 长安汽车：间接控股股东中国长安汽车完成过户登记，持股比例升至35.04% 11月4日，长安汽车（000625.SZ）公告称，公司间接控股股东中国兵器装备集团有限公司实施存续分立，分立为中国兵器装备集团有限公司（存续企业）和中国长安汽车集团有限公司（新设企业）。,证券时报网,http://finance.eastmoney.com/a/202511053555072863.html,长安汽车,乘联分会：10月全国新能源乘用车厂商批发销量161万辆；智界发布购置税补贴延期公告 | 汽车早参 NO.2 长安汽车：间接控股股东中国长安汽车完成过户登记，持股比例升至35.04% 11月4日，长安汽车（000625.SZ）公告称，公司间接控股股东中国兵器装备集团有限公司实施存续分立，分立为中国兵器装备集团有限公司（存续企业）和中国长安汽车集团有限公司（新设企业）。,0,0,0,0.0
000625-20251106-0,000625.SZ,2025-11-06,机构预计2035年全球固态电池需求量将达到740GWh，新能车ETF(515700)锂电权重大，迎来戴维斯双击，盘中涨超1.6%,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,界面新闻,http://stock.eastmoney.com/a/202511063556873031.html,长安汽车,机构预计2035年全球固态电池需求量将达到740GWh，新能车ETF(515700)锂电权重大，迎来戴维斯双击，盘中涨超1.6% 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,0,0,0,0.0
000625-20251106-1,000625.SZ,2025-11-06,25.60亿元主力资金今日抢筹汽车板块,2.05 -13619.12 000800 一汽解放 1.10 0.97 -12541.28 300446 航天智造 -4.44 14.90 -8027.34 000901 航天科技 -1.98 8.81 -7372.71 600418 江淮汽车 0.96 1.90 -6772.74 000625,证券时报网,http://finance.eastmoney.com/a/202511063557158042.html,长安汽车,25.60亿元主力资金今日抢筹汽车板块 2.05 -13619.12 000800 一汽解放 1.10 0.97 -12541.28 300446 航天智造 -4.44 14.90 -8027.34 000901 航天科技 -1.98 8.81 -7372.71 600418 江淮汽车 0.96 1.90 -6772.74 000625,0,0,0,0.0
000625-20251106-2,000625.SZ,2025-11-06,解密主力资金出逃股 连续5日净流出527股,18.34 -9.27 000831 中国稀土 6 10.92 7.49 -11.21 300748 金力永磁 5 10.63 10.94 -13.00 603893 瑞芯微 7 10.11 9.44 -9.22 688108 赛诺医疗 10 9.33 13.07 -30.69 000625,tencent,http://finance.eastmoney.com/a/202511063557157787.html,长安汽车,解密主力资金出逃股 连续5日净流出527股 18.34 -9.27 000831 中国稀土 6 10.92 7.49 -11.21 300748 金力永磁 5 10.63 10.94 -13.00 603893 瑞芯微 7 10.11 9.44 -9.22 688108 赛诺医疗 10 9.33 13.07 -30.69 000625,-1,-1,0,-1.0
000625-20251107-0,000625.SZ,2025-11-07,长安汽车：李名才卸任全部职务，米梦冬接棒总法律顾问和首席合规官,11月7日，长安汽车（000625/200625）发布公告，李名才因工作变动不再担任公司执行副总裁、总法律顾问、首席合规官职务，且不再担任公司任何职务。李名才截至公告披露日持有公司A股股票38万股，所持股票将严格按照相关规定进行管理。,界面新闻,http://finance.eastmoney.com/a/202511073558413487.html,长安汽车,长安汽车：李名才卸任全部职务，米梦冬接棒总法律顾问和首席合规官 11月7日，长安汽车（000625/200625）发布公告，李名才因工作变动不再担任公司执行副总裁、总法律顾问、首席合规官职务，且不再担任公司任何职务。李名才截至公告披露日持有公司A股股票38万股，所持股票将严格按照相关规定进行管理。,0,0,0,0.0
000625-20251107-1,000625.SZ,2025-11-07,电池材料龙头公司签订保供框架协议，锂电行业景气再度确认，新能车ETF(515700)涨超1.0%冲击3连涨,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,证券时报网,http://stock.eastmoney.com/a/202511073558140316.html,长安汽车,电池材料龙头公司签订保供框架协议，锂电行业景气再度确认，新能车ETF(515700)涨超1.0%冲击3连涨 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,0,0,0,0.0
000625-20251107-2,000625.SZ,2025-11-07,锂电继续拉升，新能车ETF(515700)锂电权重大，涨超2.3%冲击3连涨,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,财中社,http://stock.eastmoney.com/a/202511073558156743.html,长安汽车,锂电继续拉升，新能车ETF(515700)锂电权重大，涨超2.3%冲击3连涨 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,0,0,0,0.0
000625-20251107-3,000625.SZ,2025-11-07,汽车行业今日跌1.16%，主力资金净流出55.36亿元,-15003.54 000981 山子高科 -2.65 6.17 -11293.51 603119 浙江荣泰 -7.51 8.25 -9503.21 002472 双环传动 -2.90 2.69 -9105.72 300680 隆盛科技 -6.09 6.15 -9079.32 000625,tencent,http://stock.eastmoney.com/a/202511073558345773.html,长安汽车,汽车行业今日跌1.16%，主力资金净流出55.36亿元 -15003.54 000981 山子高科 -2.65 6.17 -11293.51 603119 浙江荣泰 -7.51 8.25 -9503.21 002472 双环传动 -2.90 2.69 -9105.72 300680 隆盛科技 -6.09 6.15 -9079.32 000625,-1,-1,0,-1.0
000625-20251107-4,000625.SZ,2025-11-07,解密主力资金出逃股 连续5日净流出608股,11.10 7.13 -8.08 300748 金力永磁 6 10.93 9.73 -12.61 002625 光启技术 10 10.76 8.62 -5.45 603893 瑞芯微 8 10.40 8.98 -10.08 600875 东方电气 7 10.40 6.50 2.83 000625,tencent,http://finance.eastmoney.com/a/202511073558346557.html,长安汽车,解密主力资金出逃股 连续5日净流出608股 11.10 7.13 -8.08 300748 金力永磁 6 10.93 9.73 -12.61 002625 光启技术 10 10.76 8.62 -5.45 603893 瑞芯微 8 10.40 8.98 -10.08 600875 东方电气 7 10.40 6.50 2.83 000625,-1,-1,0,-1.0
000625-20251107-5,000625.SZ,2025-11-07,85股今日获机构买入评级 6股上涨空间超20%,688800 瑞可达 1 -1.82 电子 920058 华洋赛车 1 -1.82 32.07 汽车 920914 远航精密 1 -1.87 57.63 电力设备 000063 中兴通讯 1 -2.07 28.12 通信 000582 北部湾港 1 -0.55 20.19 交通运输 000625,tencent,http://finance.eastmoney.com/a/202511073558368226.html,长安汽车,85股今日获机构买入评级 6股上涨空间超20% 688800 瑞可达 1 -1.82 电子 920058 华洋赛车 1 -1.82 32.07 汽车 920914 远航精密 1 -1.87 57.63 电力设备 000063 中兴通讯 1 -2.07 28.12 通信 000582 北部湾港 1 -0.55 20.19 交通运输 000625,1,1,0,1.0
000625-20251110-0,000625.SZ,2025-11-10,机构全面看好锂电产业链，新能车ETF(515700)锂电权重高，开盘上涨冲击4连涨,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,界面新闻,http://stock.eastmoney.com/a/202511103559540438.html,长安汽车,机构全面看好锂电产业链，新能车ETF(515700)锂电权重高，开盘上涨冲击4连涨 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,1,0,0,0.5
000625-20251110-1,000625.SZ,2025-11-10,汽车行业11月10日资金流向日报,4.09 14.87 4548.93 000599 青岛双星 5.32 9.82 3443.08 603306 华懋科技 -0.48 3.13 2834.26 600651 飞乐音响 3.06 1.44 2637.51 600166 福田汽车 -0.35 1.52 2276.60 000625,证券时报网,http://stock.eastmoney.com/a/202511103559877941.html,长安汽车,汽车行业11月10日资金流向日报 4.09 14.87 4548.93 000599 青岛双星 5.32 9.82 3443.08 603306 华懋科技 -0.48 3.13 2834.26 600651 飞乐音响 3.06 1.44 2637.51 600166 福田汽车 -0.35 1.52 2276.60 000625,0,1,0,0.5
000625-20251110-2,000625.SZ,2025-11-10,72股今日获机构买入评级,（数据宝） 机构今日买入型评级个股 代码 简称 买入评级家数 今日涨跌幅（%） 动态市盈率（倍） 行业 000426 兴业银锡 1 2.85 29.29 有色金属 000506 招金黄金 1 1.86 106.94 有色金属 000625 长安汽车 1 0.65 30.03 汽车,tencent,http://stock.eastmoney.com/a/202511103559907991.html,长安汽车,72股今日获机构买入评级 （数据宝） 机构今日买入型评级个股 代码 简称 买入评级家数 今日涨跌幅（%） 动态市盈率（倍） 行业 000426 兴业银锡 1 2.85 29.29 有色金属 000506 招金黄金 1 1.86 106.94 有色金属 000625 长安汽车 1 0.65 30.03 汽车,0,0,0,0.0
000625-20251110-3,000625.SZ,2025-11-10,298家公司获机构调研（附名单）,2.19 机械设备 688636 智明达 1 35 35.28 -5.21 国防军工 688653 康希通信 1 35 12.38 -5.35 电子 300999 金龙鱼 1 35 31.48 -2.05 农林牧渔 300766 每日互动 1 35 35.40 -3.44 计算机 000625,tencent,http://finance.eastmoney.com/a/202511103559395611.html,长安汽车,298家公司获机构调研（附名单） 2.19 机械设备 688636 智明达 1 35 35.28 -5.21 国防军工 688653 康希通信 1 35 12.38 -5.35 电子 300999 金龙鱼 1 35 31.48 -2.05 农林牧渔 300766 每日互动 1 35 35.40 -3.44 计算机 000625,0,0,0,0.0
000625-20251111-0,000625.SZ,2025-11-11,车企KPI完成度分化：小鹏提前“撞线”，零跑、小米紧随，7家车企完成度不足6成,长安汽车（000625）董事长朱华荣曾表示，2027年阿维塔全球销量40万辆，年收入达千亿元，2030年全球销量80万辆。然而对比2025年前10个月10.5万辆的交付量及2024年153.5亿元的营业收入，这一远景目标与当前业绩基础之间相距甚远。,证券时报网,http://finance.eastmoney.com/a/202511113561155522.html,长安汽车,车企KPI完成度分化：小鹏提前“撞线”，零跑、小米紧随，7家车企完成度不足6成 长安汽车（000625）董事长朱华荣曾表示，2027年阿维塔全球销量40万辆，年收入达千亿元，2030年全球销量80万辆。然而对比2025年前10个月10.5万辆的交付量及2024年153.5亿元的营业收入，这一远景目标与当前业绩基础之间相距甚远。,0,0,0,0.0
000625-20251111-1,000625.SZ,2025-11-11,293家公司获机构调研（附名单）,97.12 电力设备 688636 智明达 1 35 36.92 -2.53 国防军工 688653 康希通信 1 35 12.52 -3.17 电子 300766 每日互动 1 35 36.00 -3.59 计算机 300999 金龙鱼 1 35 32.86 2.82 农林牧渔 000625,财中社,http://finance.eastmoney.com/a/202511113560518616.html,长安汽车,293家公司获机构调研（附名单） 97.12 电力设备 688636 智明达 1 35 36.92 -2.53 国防军工 688653 康希通信 1 35 12.52 -3.17 电子 300766 每日互动 1 35 36.00 -3.59 计算机 300999 金龙鱼 1 35 32.86 2.82 农林牧渔 000625,0,0,0,0.0
000625-20251112-0,000625.SZ,2025-11-12,长安汽车：未参股至信股份,长安汽车（000625.SZ）11月12日在投资者互动平台表示，未参股。,人民财讯,http://finance.eastmoney.com/a/202511123562450878.html,长安汽车,长安汽车：未参股至信股份 长安汽车（000625.SZ）11月12日在投资者互动平台表示，未参股。,0,0,0,0.0
000625-20251112-1,000625.SZ,2025-11-12,长安汽车：计划2028年量产下线人形汽车机器人,人民财讯11月12日电，长安汽车(000625)11月12日在互动平台表示，人形机器人方面，公司正持续加快布局，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，计划2028年量产下线人形汽车机器人。,每日经济新闻,http://finance.eastmoney.com/a/202511123562454019.html,长安汽车,长安汽车：计划2028年量产下线人形汽车机器人 人民财讯11月12日电，长安汽车(000625)11月12日在互动平台表示，人形机器人方面，公司正持续加快布局，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，计划2028年量产下线人形汽车机器人。,0,0,0,0.0
000625-20251112-2,000625.SZ,2025-11-12,长安汽车：计划2028年量产下线人形汽车机器人,长安汽车（000625.SZ）11月12日在投资者互动平台表示，人形机器人方面，公司正持续加快布局，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，计划2028年量产下线人形汽车机器人。,证券时报网,http://finance.eastmoney.com/a/202511123562451358.html,长安汽车,长安汽车：计划2028年量产下线人形汽车机器人 长安汽车（000625.SZ）11月12日在投资者互动平台表示，人形机器人方面，公司正持续加快布局，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，计划2028年量产下线人形汽车机器人。,0,0,0,0.0
000625-20251112-3,000625.SZ,2025-11-12,长安汽车：公司已实现“三电”领域产业布局全覆盖,长安汽车（000625.SZ）11月12日在投资者互动平台表示，公司已实现“三电”领域产业布局全覆盖，电池系统方面，成功开发“长寿命、真安全、超高效、快补能”的金钟罩电池；电驱系统方面，行业首款量产多合一电驱，最高工况效率大于94%，新蓝鲸动力行业首创插电、增程一体化技术；电控系统方面,财中社,http://finance.eastmoney.com/a/202511123562451031.html,长安汽车,长安汽车：公司已实现“三电”领域产业布局全覆盖 长安汽车（000625.SZ）11月12日在投资者互动平台表示，公司已实现“三电”领域产业布局全覆盖，电池系统方面，成功开发“长寿命、真安全、超高效、快补能”的金钟罩电池；电驱系统方面，行业首款量产多合一电驱，最高工况效率大于94%，新蓝鲸动力行业首创插电、增程一体化技术；电控系统方面,0,0,0,0.0
000625-20251112-4,000625.SZ,2025-11-12,5亿元天使轮：地平线原副总裁加码具身智能,此前，张玉峰在地平线担任副总裁、智能汽车事业部总裁等要职，曾带领团队实现中国自主品牌乘用车辅助驾驶市场份额第一，并主导与比亚迪（002594.SZ）、长安汽车（000625.SZ）等头部企业的战略合作。,tencent,http://finance.eastmoney.com/a/202511123562413336.html,长安汽车,5亿元天使轮：地平线原副总裁加码具身智能 此前，张玉峰在地平线担任副总裁、智能汽车事业部总裁等要职，曾带领团队实现中国自主品牌乘用车辅助驾驶市场份额第一，并主导与比亚迪（002594.SZ）、长安汽车（000625.SZ）等头部企业的战略合作。,0,0,0,0.0
000625-20251112-5,000625.SZ,2025-11-12,254家公司获机构调研（附名单）,-0.10 计算机 688766 普冉股份 1 39 157.00 9.10 电子 688353 华盛锂电 1 37 95.68 87.13 电力设备 002792 通宇通讯 2 36 20.08 5.52 通信 300999 金龙鱼 1 35 33.64 7.00 农林牧渔 000625,tencent,http://finance.eastmoney.com/a/202511123561784013.html,长安汽车,254家公司获机构调研（附名单） -0.10 计算机 688766 普冉股份 1 39 157.00 9.10 电子 688353 华盛锂电 1 37 95.68 87.13 电力设备 002792 通宇通讯 2 36 20.08 5.52 通信 300999 金龙鱼 1 35 33.64 7.00 农林牧渔 000625,0,0,0,0.0
000625-20251113-0,000625.SZ,2025-11-13,涨超4.4%，新能车ETF(515700)近6个月强势上涨,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,界面新闻,http://stock.eastmoney.com/a/202511133563342871.html,长安汽车,涨超4.4%，新能车ETF(515700)近6个月强势上涨 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,1,0,0,0.5
000625-20251113-1,000625.SZ,2025-11-13,锂电板块继续上行，新能车ETF(515700)涨超6.0%冲击年内新高,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,红星资本局,http://stock.eastmoney.com/a/202511133563438169.html,长安汽车,锂电板块继续上行，新能车ETF(515700)涨超6.0%冲击年内新高 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,0,0,0,0.0
000625-20251113-2,000625.SZ,2025-11-13,长安汽车邓承浩：2030年后全固态电池将逐步商业化,红星资本局11月12日消息今日，2025世界动力电池大会在四川宜宾举办，长安汽车（000625.SZ）副总裁、深蓝汽车董事长邓承浩发表主题演讲。,证券时报网,http://finance.eastmoney.com/a/202511133562626283.html,长安汽车,长安汽车邓承浩：2030年后全固态电池将逐步商业化 红星资本局11月12日消息今日，2025世界动力电池大会在四川宜宾举办，长安汽车（000625.SZ）副总裁、深蓝汽车董事长邓承浩发表主题演讲。,0,0,0,0.0
000625-20251113-3,000625.SZ,2025-11-13,10月国内动力电池装车量84.1GWh同比增长42.1%，新能车ETF(515700)受益锂电景气上行，涨超2.4%,31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,tencent,http://stock.eastmoney.com/a/202511133563271314.html,长安汽车,10月国内动力电池装车量84.1GWh同比增长42.1%，新能车ETF(515700)受益锂电景气上行，涨超2.4% 31日，中证新能源汽车产业指数(930997)前十大权重股分别为宁德时代(300750)、汇川技术(300124)、三花智控(002050)、比亚迪(002594)、亿纬锂能(300014)、华友钴业(603799)、赣锋锂业(002460)、先导智能(300450)、长安汽车(000625,1,1,0,1.0
000625-20251113-4,000625.SZ,2025-11-13,固态电池概念上涨3.86%，39股主力资金净流入超亿元,603663 三祥新材 -0.69 9.20 4731.64 3.16 688772 珠海冠宇 1.37 2.13 4369.87 7.01 300057 万顺新材 3.62 11.06 4269.69 8.12 300373 扬杰科技 1.80 1.88 4065.89 6.01 000625,tencent,http://finance.eastmoney.com/a/202511133563599086.html,长安汽车,固态电池概念上涨3.86%，39股主力资金净流入超亿元 603663 三祥新材 -0.69 9.20 4731.64 3.16 688772 珠海冠宇 1.37 2.13 4369.87 7.01 300057 万顺新材 3.62 11.06 4269.69 8.12 300373 扬杰科技 1.80 1.88 4065.89 6.01 000625,1,1,0,1.0
000625-20251113-5,000625.SZ,2025-11-13,235家公司获机构调研（附名单）,2.51 电子 688331 荣昌生物 1 45 86.10 -6.41 医药生物 002624 完美世界 1 44 15.44 -5.97 传媒 603195 公牛集团 1 43 43.80 1.98 轻工制造 688588 凌志软件 1 41 16.08 -9.51 计算机 000625,tencent,http://finance.eastmoney.com/a/202511133563239742.html,长安汽车,235家公司获机构调研（附名单） 2.51 电子 688331 荣昌生物 1 45 86.10 -6.41 医药生物 002624 完美世界 1 44 15.44 -5.97 传媒 603195 公牛集团 1 43 43.80 1.98 轻工制造 688588 凌志软件 1 41 16.08 -9.51 计算机 000625,0,0,0,0.0
000625-20251114-0,000625.SZ,2025-11-14,长安汽车：力争2026年实现首款载人飞行汽车产品发布，2028年实现量产交付,长安汽车（000625.SZ）11月14日在投资者互动平台表示，公司将加快布局人形机器人、飞行汽车等未来新兴产业。人形机器人领域，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，计划2028年量产下线人形汽车机器人。,每日经济新闻,http://finance.eastmoney.com/a/202511143564962361.html,长安汽车,长安汽车：力争2026年实现首款载人飞行汽车产品发布，2028年实现量产交付 长安汽车（000625.SZ）11月14日在投资者互动平台表示，公司将加快布局人形机器人、飞行汽车等未来新兴产业。人形机器人领域，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，计划2028年量产下线人形汽车机器人。,0,0,0,0.0
000625-20251114-1,000625.SZ,2025-11-14,长安汽车：计划2028年量产下线人形汽车机器人；乘联分会崔东树：新能源汽车报废增长周期还没有到来 | 汽车早参,NO.2 长安汽车：计划2028年量产下线人形汽车机器人 据人民财讯11月12日消息，长安汽车（SZ.000625）12日在互动平台表示，人形机器人方面，公司正持续加快布局，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，,证券时报网,http://finance.eastmoney.com/a/202511143563977466.html,长安汽车,长安汽车：计划2028年量产下线人形汽车机器人；乘联分会崔东树：新能源汽车报废增长周期还没有到来 | 汽车早参 NO.2 长安汽车：计划2028年量产下线人形汽车机器人 据人民财讯11月12日消息，长安汽车（SZ.000625）12日在互动平台表示，人形机器人方面，公司正持续加快布局，联合合作伙伴共同探索工业机器人、门店服务机器人等应用场景，突破机器人“大脑”“能源”“驱动”等核心技术，,1,0,0,0.5
000625-20251114-2,000625.SZ,2025-11-14,228家公司获机构调研（附名单）,机械设备 688322 奥比中光-UW 1 46 79.66 -6.50 电子 688331 荣昌生物 1 45 89.00 -1.76 医药生物 603195 公牛集团 1 43 44.24 1.12 轻工制造 688588 凌志软件 1 41 16.07 -9.57 计算机 000625,tencent,http://finance.eastmoney.com/a/202511143564542494.html,长安汽车,228家公司获机构调研（附名单） 机械设备 688322 奥比中光-UW 1 46 79.66 -6.50 电子 688331 荣昌生物 1 45 89.00 -1.76 医药生物 603195 公牛集团 1 43 44.24 1.12 轻工制造 688588 凌志软件 1 41 16.07 -9.57 计算机 000625,0,0,0,0.0
000625-20251117-0,000625.SZ,2025-11-17,10.49亿主力资金净流入，兵装重组概念涨4.72%,002189 中光学 4.18 6.14 2453.03 6.08 002265 建设工业 6.81 7.96 2260.74 2.43 688151 华强科技 4.00 1.54 1374.69 12.26 600178 东安动力 1.03 1.29 -503.87 -6.53 000625,证券时报网,http://finance.eastmoney.com/a/202511173566324919.html,长安汽车,10.49亿主力资金净流入，兵装重组概念涨4.72% 002189 中光学 4.18 6.14 2453.03 6.08 002265 建设工业 6.81 7.96 2260.74 2.43 688151 华强科技 4.00 1.54 1374.69 12.26 600178 东安动力 1.03 1.29 -503.87 -6.53 000625,1,1,0,1.0
000625-20251117-1,000625.SZ,2025-11-17,88家公司获海外机构调研,云南铜业 1 17.37 - 有色金属 688120 华海清科 1 132.86 -0.80 电子 002158 汉钟精机 19 24.30 -0.90 机械设备 688003 天准科技 2 52.02 -1.20 机械设备 002594 比亚迪 1 98.08 -1.53 汽车 000625,tencent,http://finance.eastmoney.com/a/202511173566323115.html,长安汽车,88家公司获海外机构调研 云南铜业 1 17.37 - 有色金属 688120 华海清科 1 132.86 -0.80 电子 002158 汉钟精机 19 24.30 -0.90 机械设备 688003 天准科技 2 52.02 -1.20 机械设备 002594 比亚迪 1 98.08 -1.53 汽车 000625,0,0,0,0.0
000625-20251117-2,000625.SZ,2025-11-17,223家公司获机构调研（附名单）,5 17.05 -2.40 电子 000880 潍柴重机 1 5 27.49 -10.75 汽车 603120 肯特催化 1 5 41.01 0.42 基础化工 301186 超达装备 1 5 48.81 0.89 汽车 000629 钒钛股份 2 5 3.34 3.73 钢铁 000625,tencent,http://finance.eastmoney.com/a/202511173565872560.html,长安汽车,223家公司获机构调研（附名单） 5 17.05 -2.40 电子 000880 潍柴重机 1 5 27.49 -10.75 汽车 603120 肯特催化 1 5 41.01 0.42 基础化工 301186 超达装备 1 5 48.81 0.89 汽车 000629 钒钛股份 2 5 3.34 3.73 钢铁 000625,0,0,0,0.0
000625-20251118-0,000625.SZ,2025-11-18,84家公司获海外机构调研,新希望 1 9.73 -0.21 农林牧渔 688291 金橙子 1 30.59 -0.26 计算机 688003 天准科技 2 51.29 -0.50 机械设备 002142 宁波银行 20 28.70 -0.52 银行 002594 比亚迪 1 96.49 -1.34 汽车 000625,证券时报网,http://finance.eastmoney.com/a/202511183567660690.html,长安汽车,84家公司获海外机构调研 新希望 1 9.73 -0.21 农林牧渔 688291 金橙子 1 30.59 -0.26 计算机 688003 天准科技 2 51.29 -0.50 机械设备 002142 宁波银行 20 28.70 -0.52 银行 002594 比亚迪 1 96.49 -1.34 汽车 000625,0,0,0,0.0
